emp_no,first_name,last_name,salary
459978,Sadegh,Swan,40000
459988,Fatemeh,Radivojevic,40000
45599,Ronnie,Harnett,40000
459998,Vidya,Birta,40000
460014,Bernardo,Comte,40000
460044,Houman,Litecky,40000
45561,Navid,Lodder,40000
460048,Basem,Conti,40000
460053,Oscar,Kroon,40000
45558,Denny,Gulik,40000
460088,Elvia,Kusakari,40000
460091,Toshimi,Iisaka,40000
460105,Joydip,Plesums,40000
45557,Girolamo,Legleitner,40000
45545,Along,Bruckman,40000
45544,Candido,Coombs,40000
45496,Wojceich,Dolinsky,40000
45467,Huican,Bahk,40000
460174,Udo,Felcyn,40000
460216,Cullen,Warwick,40000
45429,Ferdinand,Tempesti,40000
45402,Kwok,Liesche,40000
460256,Constantine,Meriste,40000
460286,Shen,Litecky,40000
460296,Janalee,Kinley,40000
45382,Yoshimitsu,Stassinopoulos,40000
460302,Valeri,Bakhtari,40000
460304,Van,Rosin,40000
45380,Arunachalam,Michaels,40000
460309,Lihong,Reinhart,40000
460323,Tse,Erbe,40000
45366,Ranan,Gargeya,40000
45363,Kenroku,Hainaut,40000
45352,Yuichiro,Zallocco,40000
45331,Keung,Peot,40000
460359,Elgin,Lundstrom,40000
45327,Khedija,Karner,40000
460362,Fox,Baez,40000
460368,Sudhanshu,Baik,40000
45318,Franziska,Dalton,40000
460394,Aluzio,Rusmann,40000
45293,Duke,Lakshmanan,40000
460404,Lunjin,Clouatre,40000
460419,Manton,Ecklund,40000
460425,Inderjeet,Sidhu,40000
45290,Thanasis,Varman,40000
460453,Jaideep,Schneeberger,40000
45217,Marsal,Pena,40000
460478,Masadi,Talmon,40000
460487,Masamitsu,Delaune,40000
460497,Shugo,Domenig,40000
45210,Arie,Schlegelmilch,40000
460522,Dinkar,Weedman,40000
460545,Toney,Goldhammer,40000
45177,Alassane,Iacovou,40000
460576,Pascal,Arlazarov,40000
460585,Geoffrey,Rissanen,40000
460588,Chuanyi,DasSarma,40000
45130,Bezalel,Puppe,40000
460619,Huei,Weedon,40000
460643,Yechezkel,Schade,40000
45085,Toshimi,Sidou,40000
45070,Ennio,Frolund,40000
460665,Masali,Weisert,40000
45054,Aloys,Pauthner,40000
45002,Leif,Klyachko,40000
44994,Godehard,Cappelletti,40000
460747,Gladys,Tibblin,40000
460749,Uma,Taubenfeld,40000
460750,Tadahiko,Narahari,40000
44992,Kendra,Perna,40000
44966,Foong,Beetstra,40000
44954,Adhemar,Nitta,40000
460811,Basem,Rettelbach,40000
460825,Minghong,Molenaar,40000
460851,Uzi,Anily,40000
44886,Poornachandra,Kuszyk,40000
44874,Janche,Cools,40000
460871,Stein,Kilgore,40000
460876,Vidar,Aingworth,40000
460891,Emran,Zultner,40000
460897,Fei,Krohn,40000
460906,Danel,Besancenot,40000
460918,Noritoshi,McClure,40000
44855,Seshu,Baek,40000
44825,Gil,Streng,40000
460978,Tse,Coors,40000
44806,Vishu,Schwabacher,40000
460995,Heather,Borovoy,40000
461000,Goncalo,Plesums,40000
44784,Mohammed,Koblick,40000
44764,Ayonca,Ghemri,40000
461022,Munehiko,Krichel,40000
44734,Shay,Vandervoorde,40000
461062,Ennio,Eterovic,40000
461066,Sanjeeva,Osgood,40000
461081,Fumiya,Sambasivam,40000
44664,Zhaofang,Luke,40000
44644,Shigenori,Mitchem,40000
461123,Jongsuk,Maraist,40000
44639,Odysseas,Anick,40000
44622,Maris,Zykh,40000
44616,Abdelkader,Pettis,40000
44609,Zhongwei,Feinberg,40000
461157,Fai,Kaiser,40000
44571,Tooru,Pashtan,40000
461184,Jayson,Openshaw,40000
461185,Kerryn,Mungall,40000
44507,Toong,Ananiadou,40000
44485,Jaideep,Thebaut,40000
461226,Ugo,Iisaku,40000
44484,Pasqua,Gelosh,40000
461264,Anwar,Conte,40000
44445,Sreenivas,Heinisuo,40000
44435,Odinaldo,Spelt,40000
461296,Phillip,Morton,40000
461303,Badri,Simmen,40000
44393,Turgut,Douceur,40000
44293,Sachem,Vakili,40000
44292,Alexius,Georg,40000
44285,Keiichiro,Chimia,40000
44256,Doohun,Krzyzanowski,40000
461378,Akemi,Schaft,40000
461380,Jahangir,Yurek,40000
461399,Kasturi,Journel,40000
461400,Oddvar,Ouhyoung,40000
461417,Jianhui,Cromarty,40000
44224,Shietung,Selenyi,40000
461452,Oksana,Tiemann,40000
44197,Geraldo,Krichel,40000
461485,Vivian,Angot,40000
44195,Hatem,Boyle,40000
461531,Kenton,Speek,40000
461535,Apostol,Suwa,40000
461545,Mooi,Highland,40000
44193,Fatemeh,Billingsley,40000
44184,Maya,Birnbaum,40000
44165,Greger,Heuser,40000
461566,Tamiya,Sessa,40000
461573,Sachar,Zedlitz,40000
461582,Golgen,Mapelli,40000
44164,Becky,McClure,40000
44148,Fun,Marchesini,40000
44135,JoAnna,Neimat,40000
44130,Zongyan,Winter,40000
44110,Duri,Kalloufi,40000
461670,Arun,Fujisaki,40000
461672,Adib,Cardazo,40000
461688,Masami,Zwicker,40000
44088,Uwe,Ohori,40000
44087,Claudi,Glinert,40000
44060,Luigi,Brattka,40000
44022,Chiranjit,Dayang,40000
461718,Florina,Gruenwald,40000
461721,Dinah,Schiper,40000
44002,Beshir,Murthy,40000
461751,Billie,Terlouw,40000
461757,Hailing,Isaac,40000
43969,Sajjad,Benzmuller,40000
43966,Serif,Miculan,40000
461768,Geoffry,Breugel,40000
43946,Kankanahalli,Swist,40000
461776,Bernt,Improta,40000
43942,Bedir,Rassart,40000
461789,Kousuke,Gide,40000
43939,Rafael,Reutenauer,40000
43926,Danil,Kaminger,40000
43887,Kwan,Giveon,40000
43883,Zhigen,Aseltine,40000
461833,Shuho,Rosar,40000
43878,Karoline,Furedi,40000
43820,Keung,Botman,40000
43806,Chenye,Fontan,40000
43742,Yonghoan,Bahl,40000
461885,Sreenivas,Gluchowski,40000
43727,Mats,Kilgore,40000
43627,Jungsoon,Armand,40000
43616,Conor,Montemayor,40000
461898,Alassane,Narahari,40000
461903,Hironoby,Puppe,40000
43584,Houman,Pokrovskii,40000
461909,Jagoda,Porotnikoff,40000
43577,Torsten,Birke,40000
43573,Jianwen,Nicolson,40000
461928,Gopalakrishnan,Wolniewicz,40000
461936,Akeno,Nishimukai,40000
43491,Barry,Kroha,40000
43461,Chiranjit,Birrer,40000
461962,Shugo,Raoux,40000
461964,Ennio,Lund,40000
43404,Yoshimitsu,Maraist,40000
462004,Ymte,Snyers,40000
43348,Berry,Gonthier,40000
43318,Rasikan,Boyle,40000
462028,Rasiah,Angot,40000
43308,Hauke,Validov,40000
462044,Ziya,Salverda,40000
43300,Francesca,Aseltine,40000
43252,Christ,Kowalchuk,40000
43196,Along,Socorro,40000
462070,Mahmut,Marsiglia,40000
43185,Alselm,Kisuki,40000
43161,Ranan,Percebois,40000
462085,Marco,Gulla,40000
462086,Fayez,Bressoud,40000
462111,Udo,Sudbeck,40000
43093,Basem,Schapire,40000
462128,Divine,Angelopoulos,40000
462132,Phule,Gronowski,40000
462140,Josyula,Chleq,40000
462144,Koldo,Nooteboom,40000
43082,Janche,Lunt,40000
462157,Mabhin,Emmart,40000
43080,Leucio,Piancastelli,40000
43072,Sampalli,Chelton,40000
462193,Baocai,Facello,40000
462206,Sumant,Antonakopoulos,40000
43068,Nikolaos,Halloran,40000
462230,Torsten,Ballarin,40000
43065,Chinya,Vitiello,40000
43042,Qingxiang,Luders,40000
462248,Manton,Vrecion,40000
43035,Sven,Picaronny,40000
42998,Fei,Boyle,40000
42942,Mansur,Bolotov,40000
462331,Sushant,Binkley,40000
42929,Sven,Hegner,40000
42903,Kazuhito,Syang,40000
462351,Ohad,Jullig,40000
462355,Shahar,Besselaar,40000
462368,Bodo,Tsukune,40000
462371,Karlis,Schlegelmilch,40000
462372,Shaibal,Giaccio,40000
42892,Faiza,Suppi,40000
42870,Arch,Whittlesey,40000
462390,Leah,Yavatkar,40000
462403,Kensei,Segond,40000
462407,Sastry,Motley,40000
462409,Gou,Asser,40000
462438,Lena,Luft,40000
462443,Miomir,Ranka,40000
42811,Billie,Khalid,40000
462473,Honesty,Butterworth,40000
42788,Geoffrey,Ouhyoung,40000
462506,Achilleas,Bugaenko,40000
462510,Kshitij,Barvinok,40000
42781,Xinyu,Dechter,40000
42764,Marit,Preusig,40000
462539,Shin,Mikschl,40000
462549,Gretta,Bakhtari,40000
42728,Moon,Melton,40000
462563,Toshimori,Weedon,40000
42686,Tadanori,Wossner,40000
42684,Behnaam,Dengi,40000
462595,Mohamadou,Pramanik,40000
42652,Garnik,Nourani,40000
42617,Thodoros,Kawashimo,40000
462648,Fatemeh,Sridhar,40000
462685,Temple,Candan,40000
42553,Felicidad,Slutz,40000
42541,Ferdinand,Aingworth,40000
42516,Larisa,Berstel,40000
462706,Caolyn,VanScheik,40000
462734,Shridhar,Jansch,40000
42499,Palash,Yavatkar,40000
42471,Susanna,Molenaar,40000
42469,Sham,Hiltgen,40000
462763,Xiahua,Collette,40000
42444,Seongbin,Kobuchi,40000
42430,Shounak,Baaz,40000
462769,Tse,Coors,40000
42424,Adin,Picco,40000
462790,Fumiyo,Chandrasekhar,40000
462792,Shim,Merkl,40000
42419,Heekeun,Shobatake,40000
462814,Anneli,Linnainmaa,40000
462819,Dmitry,Zwicker,40000
42410,Marjo,Falster,40000
42405,Mari,Hmelo,40000
462859,Xinglin,Gire,40000
462866,Babette,Ritcey,40000
42358,Lech,Narwekar,40000
42352,Tuval,Chaudhuri,40000
462890,Jinya,Peak,40000
42318,Yucai,Fasbender,40000
42317,Baruch,Gils,40000
42298,Tru,Kalefeld,40000
42286,Yannik,Heering,40000
42274,Gal,Grospietsch,40000
462957,Tesuro,Poehlman,40000
42239,Elvis,Servieres,40000
42209,Kensyu,Leonhardt,40000
462999,Venkatesan,Gonthier,40000
42174,Vishv,Schahn,40000
42145,Roddy,Socorro,40000
463031,Uno,Hinsberger,40000
463042,Billie,Peron,40000
463067,Oddvar,Gyorkos,40000
463076,Mechthild,Swen,40000
42104,Dante,Plesums,40000
42088,Zhiguo,Kalsbeek,40000
42083,Kotesh,Schahn,40000
463098,Howell,Merlo,40000
463141,Marsha,Masaki,40000
42075,Sergi,Gruenwald,40000
463149,Valeska,Kamber,40000
463155,Aemilian,Sabnani,40000
463156,Vojin,Miake,40000
42053,Demin,Lores,40000
463214,Toshimo,Acton,40000
42024,Dipayan,Serdy,40000
463250,Arup,Ranta,40000
42020,Nobuyoshi,Matzat,40000
42019,Mayumi,Roisin,40000
41983,Luise,Wixon,40000
41979,Hilary,Bage,40000
41956,Rajmohan,Thiria,40000
463317,Marco,Baar,40000
463327,Udo,Keirsey,40000
463330,Minghong,Oxenboll,40000
463334,Tran,Peak,40000
41909,Toshimitsu,McAlpine,40000
41902,Zongyan,Zweizig,40000
41894,Zeydy,Mandell,40000
463368,Kotesh,Irland,40000
463370,Khue,Eiter,40000
463388,Udaiprakash,Wrigley,40000
463392,Masoud,Vandervoorde,40000
463393,Bilhanan,Takkinen,40000
41871,Stevo,Waeselynck,40000
463401,Chrisa,Boyle,40000
463426,Tetsurou,DuCasse,40000
41855,Cathie,Bamford,40000
463444,Patricia,Zambonelli,40000
463449,Aemilian,Varman,40000
41836,Akhilish,Passino,40000
463459,Mohammed,Farrag,40000
41824,Kendra,Luby,40000
41809,Shen,Puppe,40000
463491,Jouko,Dichev,40000
41808,Filipp,Varley,40000
463506,Kazuhiko,Furudate,40000
41790,Deniz,Cherinka,40000
41786,Krister,Hmelo,40000
463548,Chinho,Huhdanpaa,40000
463549,Rutger,Ghazalie,40000
463551,Luerbio,Ramaiah,40000
463552,Boaz,Brodie,40000
463554,Kristina,Kranzdorf,40000
463556,Monique,Emmart,40000
463615,Sariel,Quittner,40000
463621,Lidong,Kobara,40000
463630,Lokesh,Poujol,40000
41718,Naraig,Miyakawa,40000
41709,Maha,Zielinski,40000
463659,Gretta,Driscoll,40000
41688,Phuoc,Dayana,40000
41674,Abdelghani,Yemenis,40000
463665,Berthier,Hutter,40000
463672,Jixiang,Kobara,40000
463679,Constantijn,Thimonier,40000
41667,Barna,Facello,40000
463700,Giao,Maraist,40000
463701,Zvonko,Nourani,40000
463717,Mari,Pell,40000
463731,Weidon,Erev,40000
463736,Howell,Smeets,40000
41610,Serge,Staudhammer,40000
41593,Susuma,Grabner,40000
463768,Mihalis,Pillow,40000
41581,Vitali,Azumi,40000
41533,Visit,Parhami,40000
463793,Jongsuk,Takanami,40000
463796,Sariel,Heijenga,40000
463804,Ymte,Potthoff,40000
463808,Berni,Mitchem,40000
41441,Pasqua,Shigei,40000
463850,Candida,Segond,40000
463862,Baocai,Compeau,40000
463863,Panayotis,Bellmore,40000
41422,Franziska,Ramamoorthy,40000
41399,Xiaoheng,Broomell,40000
463917,Harngdar,Cummings,40000
41374,JiYoung,Schurmann,40000
41304,Kristian,Ulupinar,40000
41301,Shuichi,Cochrane,40000
41292,Premsyl,Thombley,40000
463959,Lein,Zaccaria,40000
463997,Boguslaw,Luft,40000
464020,Leaf,Kuzuoka,40000
41228,Jacopo,Hebert,40000
464024,Bangqing,Yavatkar,40000
464025,Brigham,Baezner,40000
464033,Fan,Beilner,40000
41200,Huei,Leppanen,40000
41198,Janalee,Christianini,40000
41181,Paddy,Delgrossi,40000
464059,Harngdar,Rullman,40000
464087,Shan,Madeira,40000
41179,Masamitsu,Vecchi,40000
464125,Volkmar,Schrooten,40000
464135,Chaitali,Braunmuhl,40000
464140,Kolar,Broomell,40000
41157,Jeanne,Valiente,40000
464144,Mostafa,Ashish,40000
464153,Adly,Stavenow,40000
464154,Lena,Baaz,40000
464160,Xiaoqiu,Knightly,40000
41149,Alain,Wiegley,40000
41147,Abdelaziz,Chimia,40000
464194,Sakthirel,Brobst,40000
41116,Mihalis,Azadmanesh,40000
464206,Mantis,Hedayat,40000
41081,Faiza,Mikschl,40000
41039,Subhankar,Bala,40000
41013,Shirish,Asrin,40000
464295,Jackson,Hebden,40000
41001,Kensei,Flowers,40000
40997,Ranan,Nations,40000
40987,Zeljko,Sidou,40000
40910,Tamiya,Chimia,40000
40904,Fumiko,Willoner,40000
40881,Hatem,Acton,40000
464356,Baruch,Sigstam,40000
40856,Gaurav,Schaar,40000
464367,Achilleas,Zhang,40000
40853,Terresa,Guardalben,40000
40841,Masako,Lindqvist,40000
464386,Radhakrishnan,Koblick,40000
464425,Shaunak,Murtafg,40000
40824,Serap,Kleiser,40000
464428,Evgueni,Hutton,40000
464437,Steve,Kamble,40000
464447,Youngkon,DuCasse,40000
40815,Bouchung,Servieres,40000
40814,Heather,Lunn,40000
464477,Xinan,Yurek,40000
464480,Gift,Picco,40000
464483,Randi,Zeleznik,40000
464494,Eishiro,Veevers,40000
464517,Udaiprakash,Kuhnemann,40000
40786,Gretta,Whittlesey,40000
40779,Itzchak,Begiun,40000
464534,Idoia,Angelopoulos,40000
464542,Masako,Holburn,40000
40777,Jeong,Birdsall,40000
40769,Seongbin,Covnot,40000
464573,Kitty,Roison,40000
40728,Heejo,Pepe,40000
40668,Heon,Makinen,40000
40631,Frazer,Alameldin,40000
40615,Jacopo,Karner,40000
40600,Arch,Bazzichi,40000
40592,Yucai,Gniady,40000
40581,Mack,Jiang,40000
40574,Susumu,Ratnakar,40000
464639,Elgin,Hardjono,40000
40563,Hongzhu,Munos,40000
40551,Lillian,Terkki,40000
40533,Kiyotoshi,Aingworth,40000
40522,Krisda,Kinley,40000
40517,Hironoby,Mattern,40000
40487,Valery,Gulik,40000
40484,Aria,Chiodo,40000
40463,Rafail,Tokunaga,40000
40450,Shan,Kakkad,40000
40424,Niteen,Ghazalie,40000
464744,Ranan,Anick,40000
464769,Alejandro,Hofstetter,40000
40384,Xinan,Irland,40000
464799,Dipankar,Undy,40000
40360,Harjit,Miyakawa,40000
40327,Dinkar,Zobel,40000
40325,Vincent,Gist,40000
40318,Shin,Vingron,40000
40272,Taizo,Gonthier,40000
464889,Berry,Hettesheimer,40000
464914,Jinxi,Bolotov,40000
40188,Mansur,Serot,40000
464933,Alair,Kriebel,40000
464935,Nimmagadda,Ranst,40000
40168,Miquel,Frezza,40000
464953,Toshimitsu,Winter,40000
40147,Padma,Gaughan,40000
464976,Licheng,Ecklund,40000
465033,Yuriy,Yetim,40000
465054,Troy,Remmers,40000
40072,Morrie,Cmelik,40000
465098,Mircea,Iivonen,40000
465103,Falguni,Heuser,40000
40025,Insup,Isard,40000
465106,Tzvetan,Kavvadias,40000
40018,Yongmao,Beidas,40000
40008,Yucai,Nittel,40000
465134,Marlo,Rullman,40000
39990,Jingling,Katalagarianos,40000
39988,Anoosh,Spelt,40000
39985,Sergi,Perez,40000
39969,Mark,Conia,40000
465195,Khun,Birch,40000
39917,Guoxiang,Besselaar,40000
39900,Adas,Schach,40000
39883,Moriyoshi,Luan,40000
465279,Charlene,Vuskovic,40000
39875,Jaideep,Magliocco,40000
39873,Kankanahalli,Joslin,40000
465311,Mitchel,Lenart,40000
39854,Sanjay,McClurg,40000
39808,Tayeb,Varley,40000
39747,Pohua,Montresor,40000
39738,Arvin,Gerteisen,40000
39730,Shirish,Mattern,40000
39729,Fan,Awdeh,40000
465391,Dipankar,Foote,40000
465398,Shigenori,Ventosa,40000
465406,Basim,Schade,40000
39674,JoAnna,Atrawala,40000
39662,Honglan,Birrer,40000
39658,Cullen,Flexer,40000
39595,Vishv,Ramras,40000
465480,Rayond,Atrawala,40000
39526,Sadok,Rouquie,40000
465524,Falguni,Falck,40000
465537,Jaideep,Plessier,40000
465539,Xiaoqiang,Ferretti,40000
39506,Hatsukazu,Lubachevsky,40000
465548,Godehard,Cappelletti,40000
465550,Chaosheng,Basagni,40000
39501,Jaana,Baalen,40000
39481,Mokhtar,Ratnakar,40000
465581,Kiyomitsu,Highland,40000
39447,Jinpo,Kroha,40000
39443,Weidon,Ratnaker,40000
465621,Masadi,Morrin,40000
465649,Vidar,Bresenham,40000
465651,Tesuro,Ramamoorthy,40000
465657,Aiman,Garigliano,40000
39406,Giordano,Giaccio,40000
39366,Yuqun,Baar,40000
39361,Gio,Cummings,40000
465679,Georgy,Segond,40000
39321,Arie,Wilfing,40000
39320,Katsuo,Ossenbruggen,40000
465699,Aral,Schwabacher,40000
39267,Valeri,Naudin,40000
465725,Youngkon,Moffat,40000
39237,Sugwoo,Fabrizio,40000
39191,Flemming,Servieres,40000
465818,Eben,Rosiles,40000
465819,Ibibia,Hambrick,40000
39156,Gift,Pileggi,40000
465829,Dante,Beidas,40000
465844,Hugh,Steenbeek,40000
39151,Stamatina,Erbe,40000
465872,Maria,Litzler,40000
465893,Kish,Moffat,40000
465900,Hatim,Maginnis,40000
465904,Lorien,Schmezko,40000
465920,Toshimo,Goldhammer,40000
39043,Kersti,Ferretti,40000
39041,Shem,Fabrizio,40000
465950,Baocai,Koshiba,40000
465956,Arto,Erbe,40000
39026,Yongmin,Etalle,40000
39011,Reuven,Luce,40000
466008,Luigi,Jonsson,40000
466012,Dinkar,Magliocco,40000
38995,Lijia,Gecsei,40000
38922,Xiaobin,Sewelson,40000
38921,Weiru,Papsdorf,40000
466095,Candido,Stemann,40000
38879,Tsz,Morton,40000
38876,Chikako,Qiwen,40000
38851,Deborah,Stassinopoulos,40000
38838,Candida,Xiaoshan,40000
38824,Shounak,Rindone,40000
466128,Duke,Viele,40000
466168,Khun,McFarlin,40000
38815,Ebbe,Staylopatis,40000
38722,Noritoshi,Crooks,40000
466207,Feixiong,Wursthorn,40000
466226,Gianluca,Talmor,40000
466244,Radhakrishnan,Antonisse,40000
38697,Hercules,Warwick,40000
466264,Bingning,Ramsak,40000
38679,Zvonko,Bael,40000
466273,Gina,Shihab,40000
466282,Yishay,Setlzner,40000
38551,Sangeeta,Angelopoulos,40000
466320,Shigehiro,Janetzko,40000
38517,Ult,Farrow,40000
466342,Leandro,Wissmann,40000
38480,Yuriy,Zaccaria,40000
38474,Hsiangchu,Wrigley,40000
466408,Tremaine,Fritzsche,40000
38472,Masadi,Winter,40000
466431,Taegyun,Gladwell,40000
38463,Leucio,Janocha,40000
38453,Rafael,Perfilyeva,40000
466440,Gill,Morton,40000
38442,Marco,Baalen,40000
38400,Jaber,Ponthieu,40000
38354,Serap,Klyachko,40000
38335,Masaru,Malabarba,40000
466521,Huican,Chaudhury,40000
38333,Chiranjit,Rosiles,40000
466531,Sachar,Rindone,40000
38323,Kiyotoshi,Keirsey,40000
466550,Monique,Narahara,40000
466556,Xinglin,Karnin,40000
38317,Gal,Markovitch,40000
38309,Shaibal,Papadias,40000
466578,Kazuhisa,Falck,40000
466584,Irene,Demizu,40000
38307,Marlo,Jording,40000
466615,Mats,Wixon,40000
38305,Tomoyuki,Bauknecht,40000
466621,Mohit,Fabrizio,40000
38226,Manu,Rodiger,40000
38219,Theron,Pleszkun,40000
38211,Franziska,Colorni,40000
38207,Shigeu,Ciolek,40000
466698,Thanasis,Makrucki,40000
38156,Akeel,Honglei,40000
38139,Dmitry,Oaver,40000
38128,Udo,Gajiwala,40000
466711,Adib,Zeidenstein,40000
466724,Yuichiro,Gronowski,40000
38114,Leen,Lukaszewicz,40000
38057,Nadjib,Velardi,40000
466749,Eckart,Sridhar,40000
466754,Jaewoo,Highland,40000
38015,Sorina,Basart,40000
466759,Ferdinand,Ashish,40000
37997,Akemi,Maliniak,40000
37991,Takahiro,Waleschkowski,40000
466787,Heekeun,Piazza,40000
37908,Mohua,Mersereau,40000
37898,Xiahua,Birke,40000
37896,Kristinn,Hebert,40000
466863,Evgueni,Marshall,40000
37891,Sumali,Munro,40000
37887,Limsoon,Molberg,40000
37864,Inderjeet,Chinin,40000
466883,Sachio,Denny,40000
37863,Mong,Swan,40000
466935,Ymte,Kaiserswerth,40000
37851,Lidong,Vecchi,40000
466958,Patricio,Snedden,40000
37850,Bikash,Underwood,40000
466996,Etsuo,Cronin,40000
37840,Vidar,Georg,40000
467017,Kolar,Gente,40000
467020,Kyoichi,Provine,40000
467050,Manohar,Birta,40000
37822,Gou,Huhdanpaa,40000
467060,Aimee,Baik,40000
37795,Ranga,Hanabata,40000
467080,Jessie,Buchter,40000
37786,Mara,Besselaar,40000
467096,Luerbio,Muchinsky,40000
37735,Magy,Larfeldt,40000
467103,Yuuichi,Chiola,40000
37720,True,Samarati,40000
467130,Cristinel,Passafiume,40000
37716,Gill,Hutton,40000
37675,Chikara,Marshall,40000
37672,Shin,Gronowski,40000
37664,Dines,Sundgren,40000
467160,Geraldo,Lyonns,40000
467161,Visit,Demos,40000
37644,Martina,Zweizig,40000
37620,Xinyu,Morton,40000
467214,Chiradeep,McClure,40000
467219,Yongmao,Baaleh,40000
467242,Abdulah,Kalefeld,40000
37518,Nahum,Rassart,40000
37504,Mack,Maquelin,40000
467303,Chaosheng,Schach,40000
37501,Mona,Syang,40000
37486,Hugo,Kohling,40000
37478,Kenton,Mahmud,40000
37466,Mabhin,Barinka,40000
37452,Wanqing,Weiland,40000
467360,Bodh,Garnier,40000
37424,Bogdan,Perri,40000
467375,Genta,Felcyn,40000
37413,Jagoda,Gill,40000
467385,Hugo,Caine,40000
37388,Ziya,Ramamoorthy,40000
467430,Angel,Ossenbruggen,40000
467437,Fai,Mikschl,40000
467443,Xiadong,Ramamoorthy,40000
467447,Sakthirel,Kandlur,40000
467448,Halsur,Collette,40000
37367,Yuriy,Giaccio,40000
467461,Mohamadou,Muntz,40000
467502,Sukumar,Danner,40000
467514,Khalid,Mateescu,40000
37305,Mitchel,Restivo,40000
37296,Arno,Zaccaria,40000
37274,Rosli,Vidya,40000
37270,Deborah,Bharadwaj,40000
467554,Shalesh,Zockler,40000
467559,Nathalie,Wilharm,40000
467581,Dines,Dalphin,40000
467589,Zongyan,DuCasse,40000
467598,Demin,Silva,40000
37259,Gen,Tanemo,40000
467609,Jongsuk,Masada,40000
467620,Abdelaziz,Melichar,40000
467626,Kolar,Vasanthakumar,40000
37179,Khun,Eterovic,40000
37141,Zhigen,Meriste,40000
467707,Xiaoqiang,Speckmann,40000
37131,Conor,Koblitz,40000
37121,Salvador,Byoun,40000
467728,Chaosheng,Rodiger,40000
37117,Fumiko,Munoz,40000
467748,Prodip,Lowrie,40000
37053,Tooru,Peron,40000
37048,Fai,Eldridge,40000
467818,Radhia,Glinert,40000
467820,Jaewon,Buescher,40000
37039,Dinah,Diderrich,40000
36951,Caolyn,Hoppenstand,40000
467879,Masanao,Maksimenko,40000
36936,Rafols,Kamble,40000
36930,Sadegh,Vasanthakumar,40000
36906,Anoosh,Kornyak,40000
36888,Aamod,Lanphier,40000
467942,Teunis,Sichman,40000
467943,Marko,Krychniak,40000
467945,Hsiangchu,Tanemo,40000
36882,Janalee,Lodder,40000
467960,Huan,Lichtner,40000
36870,Jianhao,Luff,40000
36859,Lalit,Delgrande,40000
36810,Fox,Schach,40000
467973,Gopalakrishnan,Cannard,40000
467986,Ekawit,Sundgren,40000
468004,Sanjoy,Koblick,40000
36788,Kwee,Ulupinar,40000
468018,Akemi,Picco,40000
36783,Gro,Bugrara,40000
36780,Annemarie,Schnabel,40000
468029,Felicidad,Hofting,40000
468030,Anoosh,Poujol,40000
468038,Saddek,Oppitz,40000
36777,Kristen,Rissland,40000
468046,Perry,Perez,40000
36761,Zeljko,Hinsberger,40000
36754,Fumiko,Negoita,40000
36722,Samphel,Zirintsis,40000
36718,Amabile,Walston,40000
468076,Susuma,Hofting,40000
468077,Mingsen,Begiun,40000
36709,Tsuneo,Hettesheimer,40000
468117,Chikako,Bugrara,40000
36660,Uli,Potthoff,40000
36656,Maren,Matzel,40000
468160,Remko,Fendler,40000
36625,Tetsushi,Unni,40000
36622,Ashish,Rubsam,40000
36617,Xiaobin,Sullins,40000
468184,Xiong,Klerer,40000
36603,Heon,Unno,40000
468194,Jinxi,Saoudi,40000
36599,Genevieve,Munck,40000
468230,Marc,Bolotov,40000
468231,Minghong,Gerteisen,40000
36573,Xuedong,Lakshmanan,40000
468244,Stevo,Chinen,40000
36564,Guttorm,Peyn,40000
468249,Domenick,Schmiedel,40000
468251,Kish,Kieras,40000
468256,Gudjon,Lieberherr,40000
468268,Chinya,Snyers,40000
36543,Chriss,Hennebert,40000
468279,Marco,Auria,40000
36542,Sibyl,Dredge,40000
36539,Gopalakrishnan,Farrar,40000
36537,Adin,Kawashima,40000
36516,Qiwen,Piazza,40000
36514,Tru,Schlumberger,40000
468316,Shimshon,Kuszyk,40000
36500,Sachin,Picci,40000
468325,Rosli,Papadias,40000
36428,Izaskun,Verhaegen,40000
36409,Pintsang,Litzler,40000
36390,Randi,Potthoff,40000
36317,Yurij,Chelton,40000
468384,Yuchang,Gyimothy,40000
36251,Kenroku,Seiwald,40000
36246,Kaijung,Cummings,40000
36235,Rajmohan,Rebaine,40000
36230,Khatoun,Borovoy,40000
468449,Soenke,Improta,40000
468472,Sreekrishna,Tsukuda,40000
468476,Prasadram,Mitina,40000
468477,Yuguang,Conde,40000
468490,Sudhanshu,Hainaut,40000
468494,Aris,Willoner,40000
36197,Adamantios,Eppinger,40000
468500,Zito,Auria,40000
468518,Manu,Tempesti,40000
36109,Masaki,Farrag,40000
36099,Shaibal,Ozery,40000
468534,Ipke,Staelin,40000
36088,Conor,Gajiwala,40000
36080,Sachar,Grabner,40000
468597,Masako,Polajnar,40000
36002,Moto,Siepmann,40000
36000,Weidon,Genin,40000
468671,Hailing,Calkin,40000
35955,Cristinel,Versino,40000
468683,Shigeo,Tetzlaff,40000
468686,Wuxu,Biron,40000
35916,Wonhee,Talmon,40000
468743,Constantine,Rosin,40000
468802,Bodh,Karnin,40000
35887,Heather,Wrigley,40000
468806,Howell,Tsukuda,40000
35865,Claudi,Fujisaki,40000
468828,Fayez,Cullers,40000
35830,Magy,McFarlan,40000
35790,Barry,Ramsey,40000
468878,Anwar,Rubsam,40000
35770,Francoise,Ramalingam,40000
